FIPS Code,State,Area name,Attribute,Value
1033,AL,Colbert County,"High school diploma only, 1980",11210.0
1033,AL,Colbert County,"Some college (1-3 years), 1980",3756.0
1033,AL,Colbert County,"Four years of college or higher, 1980",3034.0
1033,AL,Colbert County,"Percent of adults with less than a high school diploma, 1980",44.2
1033,AL,Colbert County,"Percent of adults with a high school diploma only, 1980",34.8
1033,AL,Colbert County,"Percent of adults completing some college (1-3 years), 1980",11.7
1033,AL,Colbert County,"Percent of adults completing four years of college or higher, 1980",9.4
1033,AL,Colbert County,"Less than high school graduate, 1990",11952.0
1033,AL,Colbert County,"High school graduate (or equivalency), 1990",11110.0
1033,AL,Colbert County,"Some college or associate degree, 1990",7293.0
1033,AL,Colbert County,"Bachelor's degree or higher, 1990",3956.0
1033,AL,Colbert County,"Percent of adults who are not high school graduates, 1990",34.8
1033,AL,Colbert County,"Percent of adults who are high school graduates (or equivalent), 1990",32.4
1033,AL,Colbert County,"Percent of adults completing some college or associate degree, 1990",21.3
1033,AL,Colbert County,"Percent of adults with a bachelor's degree or higher, 1990",11.5
1033,AL,Colbert County,"Less than high school graduate, 2000",9972.0
1033,AL,Colbert County,"High school graduate (or equivalency), 2000",12665.0
1033,AL,Colbert County,"Some college or associate degree, 2000",9474.0
1033,AL,Colbert County,"Bachelor's degree or higher, 2000",5273.0
1033,AL,Colbert County,"Percent of adults who are not high school graduates, 2000",26.7
1033,AL,Colbert County,"Percent of adults who are high school graduates (or equivalent), 2000",33.9
1033,AL,Colbert County,"Percent of adults completing some college or associate degree, 2000",25.3
1033,AL,Colbert County,"Percent of adults with a bachelor's degree or higher, 2000",14.1
1033,AL,Colbert County,"Less than high school graduate, 2008-12",6289.0
1033,AL,Colbert County,"High school graduate (or equivalency), 2008-12",13254.0
1033,AL,Colbert County,"Some college or associate degree, 2008-12",11550.0
1033,AL,Colbert County,"Bachelor's degree or higher, 2008-12",6843.0
1033,AL,Colbert County,"Percent of adults who are not high school graduates, 2008-12",16.57792071
1033,AL,Colbert County,"Percent of adults who are high school graduates (or equivalent), 2008-12",34.93778996
1033,AL,Colbert County,"Percent of adults completing some college or associate degree, 2008-12",30.44601434
1033,AL,Colbert County,"Percent of adults with a bachelor's degree or higher, 2008-12",18.03827499
1033,AL,Colbert County,"Less than high school graduate, 2019-23",5102.0
1033,AL,Colbert County,"High school graduate (or equivalency), 2019-23",14160.0
1033,AL,Colbert County,"Some college or associate degree, 2019-23",13409.0
1033,AL,Colbert County,"Bachelor's degree or higher, 2019-23",8307.0
1033,AL,Colbert County,"Percent of adults who are not high school graduates, 2019-23",12.45058324
1033,AL,Colbert County,"Percent of adults who are high school graduates (or equivalent), 2019-23",34.55512714
1033,AL,Colbert County,"Percent of adults completing some college or associate degree, 2019-23",32.72243643
1033,AL,Colbert County,"Percent of adults with a bachelor's degree or higher, 2019-23",20.27185319
1035,AL,Conecuh County,2013 Urban Influence Code,11.0
1035,AL,Conecuh County,2024 Urban Influence Code,9.0
1035,AL,Conecuh County,2013 Rural-urban Continuum Code,7.0
1035,AL,Conecuh County,2023 Rural-urban Continuum Code,9.0
1035,AL,Conecuh County,"Less than a high school diploma, 1970",5889.0
1035,AL,Conecuh County,"High school diploma only, 1970",1709.0
1035,AL,Conecuh County,"Some college (1-3 years), 1970",332.0
1035,AL,Conecuh County,"Four years of college or higher, 1970",342.0
1035,AL,Conecuh County,"Percent of adults with less than a high school diploma, 1970",71.2
1035,AL,Conecuh County,"Percent of adults with a high school diploma only, 1970",20.7
1035,AL,Conecuh County,"Percent of adults completing some college (1-3 years), 1970",4.0
1035,AL,Conecuh County,"Percent of adults completing four years of college or higher, 1970",4.1
1035,AL,Conecuh County,"Less than a high school diploma, 1980",5197.0
1035,AL,Conecuh County,"High school diploma only, 1980",2569.0
1035,AL,Conecuh County,"Some college (1-3 years), 1980",714.0
1035,AL,Conecuh County,"Four years of college or higher, 1980",556.0
1035,AL,Conecuh County,"Percent of adults with less than a high school diploma, 1980",57.5
1035,AL,Conecuh County,"Percent of adults with a high school diploma only, 1980",28.4
1035,AL,Conecuh County,"Percent of adults completing some college (1-3 years), 1980",7.9
1035,AL,Conecuh County,"Percent of adults completing four years of college or higher, 1980",6.2
1035,AL,Conecuh County,"Less than high school graduate, 1990",4242.0
1035,AL,Conecuh County,"High school graduate (or equivalency), 1990",2927.0
1035,AL,Conecuh County,"Some college or associate degree, 1990",1219.0
1035,AL,Conecuh County,"Bachelor's degree or higher, 1990",574.0
1035,AL,Conecuh County,"Percent of adults who are not high school graduates, 1990",47.3
1035,AL,Conecuh County,"Percent of adults who are high school graduates (or equivalent), 1990",32.7
1035,AL,Conecuh County,"Percent of adults completing some college or associate degree, 1990",13.6
1035,AL,Conecuh County,"Percent of adults with a bachelor's degree or higher, 1990",6.4
1035,AL,Conecuh County,"Less than high school graduate, 2000",2984.0
1035,AL,Conecuh County,"High school graduate (or equivalency), 2000",3518.0
1035,AL,Conecuh County,"Some college or associate degree, 2000",1877.0
1035,AL,Conecuh County,"Bachelor's degree or higher, 2000",851.0
1035,AL,Conecuh County,"Percent of adults who are not high school graduates, 2000",32.3
1035,AL,Conecuh County,"Percent of adults who are high school graduates (or equivalent), 2000",38.1
1035,AL,Conecuh County,"Percent of adults completing some college or associate degree, 2000",20.3
1035,AL,Conecuh County,"Percent of adults with a bachelor's degree or higher, 2000",9.2
1035,AL,Conecuh County,"Less than high school graduate, 2008-12",2164.0
1035,AL,Conecuh County,"High school graduate (or equivalency), 2008-12",3681.0
1035,AL,Conecuh County,"Some college or associate degree, 2008-12",2216.0
1035,AL,Conecuh County,"Bachelor's degree or higher, 2008-12",869.0
1035,AL,Conecuh County,"Percent of adults who are not high school graduates, 2008-12",24.23292273
1035,AL,Conecuh County,"Percent of adults who are high school graduates (or equivalent), 2008-12",41.2206047
1035,AL,Conecuh County,"Percent of adults completing some college or associate degree, 2008-12",24.81522956
1035,AL,Conecuh County,"Percent of adults with a bachelor's degree or higher, 2008-12",9.731243001
1035,AL,Conecuh County,"Less than high school graduate, 2019-23",1017.0
1035,AL,Conecuh County,"High school graduate (or equivalency), 2019-23",3908.0
1035,AL,Conecuh County,"Some college or associate degree, 2019-23",2135.0
1035,AL,Conecuh County,"Bachelor's degree or higher, 2019-23",1067.0
1035,AL,Conecuh County,"Percent of adults who are not high school graduates, 2019-23",12.51384275
1035,AL,Conecuh County,"Percent of adults who are high school graduates (or equivalent), 2019-23",48.08662483
1035,AL,Conecuh County,"Percent of adults completing some college or associate degree, 2019-23",26.2704565
1035,AL,Conecuh County,"Percent of adults with a bachelor's degree or higher, 2019-23",13.12907592
1037,AL,Coosa County,2013 Urban Influence Code,3.0
1037,AL,Coosa County,2024 Urban Influence Code,2.0
1037,AL,Coosa County,2013 Rural-urban Continuum Code,8.0
1037,AL,Coosa County,2023 Rural-urban Continuum Code,8.0
1037,AL,Coosa County,"Less than a high school diploma, 1970",3983.0
1037,AL,Coosa County,"High school diploma only, 1970",1260.0
1037,AL,Coosa County,"Some college (1-3 years), 1970",269.0
1037,AL,Coosa County,"Four years of college or higher, 1970",196.0
1037,AL,Coosa County,"Percent of adults with less than a high school diploma, 1970",69.8
1037,AL,Coosa County,"Percent of adults with a high school diploma only, 1970",22.1
1037,AL,Coosa County,"Percent of adults completing some college (1-3 years), 1970",4.7
1037,AL,Coosa County,"Percent of adults completing four years of college or higher, 1970",3.4
1037,AL,Coosa County,"Less than a high school diploma, 1980",3780.0
1037,AL,Coosa County,"High school diploma only, 1980",2100.0
1037,AL,Coosa County,"Some college (1-3 years), 1980",529.0
1037,AL,Coosa County,"Four years of college or higher, 1980",237.0
1037,AL,Coosa County,"Percent of adults with less than a high school diploma, 1980",56.9
1037,AL,Coosa County,"Percent of adults with a high school diploma only, 1980",31.6
1037,AL,Coosa County,"Percent of adults completing some college (1-3 years), 1980",8.0
1037,AL,Coosa County,"Percent of adults completing four years of college or higher, 1980",3.6
1037,AL,Coosa County,"Less than high school graduate, 1990",3315.0
1037,AL,Coosa County,"High school graduate (or equivalency), 1990",2403.0
1037,AL,Coosa County,"Some college or associate degree, 1990",1010.0
1037,AL,Coosa County,"Bachelor's degree or higher, 1990",456.0
1037,AL,Coosa County,"Percent of adults who are not high school graduates, 1990",46.1
1037,AL,Coosa County,"Percent of adults who are high school graduates (or equivalent), 1990",33.4
1037,AL,Coosa County,"Percent of adults completing some college or associate degree, 1990",14.1
1037,AL,Coosa County,"Percent of adults with a bachelor's degree or higher, 1990",6.3
1037,AL,Coosa County,"Less than high school graduate, 2000",2831.0
1037,AL,Coosa County,"High school graduate (or equivalency), 2000",3164.0
1037,AL,Coosa County,"Some college or associate degree, 2000",1597.0
1037,AL,Coosa County,"Bachelor's degree or higher, 2000",663.0
1037,AL,Coosa County,"Percent of adults who are not high school graduates, 2000",34.3
1037,AL,Coosa County,"Percent of adults who are high school graduates (or equivalent), 2000",38.3
1037,AL,Coosa County,"Percent of adults completing some college or associate degree, 2000",19.3
1037,AL,Coosa County,"Percent of adults with a bachelor's degree or higher, 2000",8.0
1037,AL,Coosa County,"Less than high school graduate, 2008-12",1974.0
1037,AL,Coosa County,"High school graduate (or equivalency), 2008-12",3576.0
1037,AL,Coosa County,"Some college or associate degree, 2008-12",1816.0
1037,AL,Coosa County,"Bachelor's degree or higher, 2008-12",787.0
1037,AL,Coosa County,"Percent of adults who are not high school graduates, 2008-12",24.21194652
1037,AL,Coosa County,"Percent of adults who are high school graduates (or equivalent), 2008-12",43.8611554
1037,AL,Coosa County,"Percent of adults completing some college or associate degree, 2008-12",22.27400957
1037,AL,Coosa County,"Percent of adults with a bachelor's degree or higher, 2008-12",9.652888507
1037,AL,Coosa County,"Less than high school graduate, 2019-23",1367.0
1037,AL,Coosa County,"High school graduate (or equivalency), 2019-23",3135.0
1037,AL,Coosa County,"Some college or associate degree, 2019-23",2253.0
1037,AL,Coosa County,"Bachelor's degree or higher, 2019-23",1180.0
1037,AL,Coosa County,"Percent of adults who are not high school graduates, 2019-23",17.22747322
1037,AL,Coosa County,"Percent of adults who are high school graduates (or equivalent), 2019-23",39.50850662
1037,AL,Coosa County,"Percent of adults completing some college or associate degree, 2019-23",28.39319471
1037,AL,Coosa County,"Percent of adults with a bachelor's degree or higher, 2019-23",14.87082546
1039,AL,Covington County,2013 Urban Influence Code,6.0
1039,AL,Covington County,2024 Urban Influence Code,6.0
1039,AL,Covington County,2013 Rural-urban Continuum Code,6.0
1039,AL,Covington County,2023 Rural-urban Continuum Code,6.0
1039,AL,Covington County,"Less than a high school diploma, 1970",13470.0
1039,AL,Covington County,"High school diploma only, 1970",4333.0
1039,AL,Covington County,"Some college (1-3 years), 1970",1014.0
1039,AL,Covington County,"Four years of college or higher, 1970",918.0
1039,AL,Covington County,"Percent of adults with less than a high school diploma, 1970",68.3
1039,AL,Covington County,"Percent of adults with a high school diploma only, 1970",22.0
1039,AL,Covington County,"Percent of adults completing some college (1-3 years), 1970",5.1
1039,AL,Covington County,"Percent of adults completing four years of college or higher, 1970",4.7
1039,AL,Covington County,"Less than a high school diploma, 1980",12771.0
1039,AL,Covington County,"High school diploma only, 1980",6401.0
1039,AL,Covington County,"Some college (1-3 years), 1980",2108.0
1039,AL,Covington County,"Four years of college or higher, 1980",1636.0
1039,AL,Covington County,"Percent of adults with less than a high school diploma, 1980",55.7
1039,AL,Covington County,"Percent of adults with a high school diploma only, 1980",27.9
1039,AL,Covington County,"Percent of adults completing some college (1-3 years), 1980",9.2
1039,AL,Covington County,"Percent of adults completing four years of college or higher, 1980",7.1
1039,AL,Covington County,"Less than high school graduate, 1990",10288.0
1039,AL,Covington County,"High school graduate (or equivalency), 1990",6962.0
1039,AL,Covington County,"Some college or associate degree, 1990",4642.0
1039,AL,Covington County,"Bachelor's degree or higher, 1990",2198.0
1039,AL,Covington County,"Percent of adults who are not high school graduates, 1990",42.7
1039,AL,Covington County,"Percent of adults who are high school graduates (or equivalent), 1990",28.9
1039,AL,Covington County,"Percent of adults completing some college or associate degree, 1990",19.3
1039,AL,Covington County,"Percent of adults with a bachelor's degree or higher, 1990",9.1
1039,AL,Covington County,"Less than high school graduate, 2000",8115.0
1039,AL,Covington County,"High school graduate (or equivalency), 2000",8473.0
1039,AL,Covington County,"Some college or associate degree, 2000",5975.0
1039,AL,Covington County,"Bachelor's degree or higher, 2000",3142.0
1039,AL,Covington County,"Percent of adults who are not high school graduates, 2000",31.6
1039,AL,Covington County,"Percent of adults who are high school graduates (or equivalent), 2000",33.0
1039,AL,Covington County,"Percent of adults completing some college or associate degree, 2000",23.2
1039,AL,Covington County,"Percent of adults with a bachelor's degree or higher, 2000",12.2
1039,AL,Covington County,"Less than high school graduate, 2008-12",5936.0
1039,AL,Covington County,"High school graduate (or equivalency), 2008-12",8949.0
1039,AL,Covington County,"Some college or associate degree, 2008-12",7718.0
1039,AL,Covington County,"Bachelor's degree or higher, 2008-12",3607.0
1039,AL,Covington County,"Percent of adults who are not high school graduates, 2008-12",22.64784433
1039,AL,Covington County,"Percent of adults who are high school graduates (or equivalent), 2008-12",34.1434567
1039,AL,Covington County,"Percent of adults completing some college or associate degree, 2008-12",29.44677604
1039,AL,Covington County,"Percent of adults with a bachelor's degree or higher, 2008-12",13.76192293
1039,AL,Covington County,"Less than high school graduate, 2019-23",3656.0
1039,AL,Covington County,"High school graduate (or equivalency), 2019-23",9745.0
1039,AL,Covington County,"Some college or associate degree, 2019-23",8513.0
1039,AL,Covington County,"Bachelor's degree or higher, 2019-23",4545.0
1039,AL,Covington County,"Percent of adults who are not high school graduates, 2019-23",13.8176046
1039,AL,Covington County,"Percent of adults who are high school graduates (or equivalent), 2019-23",36.83056805
1039,AL,Covington County,"Percent of adults completing some college or associate degree, 2019-23",32.17430742
1039,AL,Covington County,"Percent of adults with a bachelor's degree or higher, 2019-23",17.17751994
1041,AL,Crenshaw County,2013 Urban Influence Code,6.0
1041,AL,Crenshaw County,2024 Urban Influence Code,6.0
1041,AL,Crenshaw County,2013 Rural-urban Continuum Code,8.0
1041,AL,Crenshaw County,2023 Rural-urban Continuum Code,8.0
1041,AL,Crenshaw County,"Less than a high school diploma, 1970",5595.0
1041,AL,Crenshaw County,"High school diploma only, 1970",1295.0
1041,AL,Crenshaw County,"Some college (1-3 years), 1970",385.0
1041,AL,Crenshaw County,"Four years of college or higher, 1970",296.0
1041,AL,Crenshaw County,"Percent of adults with less than a high school diploma, 1970",73.9
1041,AL,Crenshaw County,"Percent of adults with a high school diploma only, 1970",17.1
1041,AL,Crenshaw County,"Percent of adults completing some college (1-3 years), 1970",5.1
1041,AL,Crenshaw County,"Percent of adults completing four years of college or higher, 1970",3.9
1041,AL,Crenshaw County,"Less than a high school diploma, 1980",5285.0
1041,AL,Crenshaw County,"High school diploma only, 1980",2062.0
1041,AL,Crenshaw County,"Some college (1-3 years), 1980",549.0
1041,AL,Crenshaw County,"Four years of college or higher, 1980",576.0
1041,AL,Crenshaw County,"Percent of adults with less than a high school diploma, 1980",62.4
1041,AL,Crenshaw County,"Percent of adults with a high school diploma only, 1980",24.3
1041,AL,Crenshaw County,"Percent of adults completing some college (1-3 years), 1980",6.5
1041,AL,Crenshaw County,"Percent of adults completing four years of college or higher, 1980",6.8
1041,AL,Crenshaw County,"Less than high school graduate, 1990",4286.0
1041,AL,Crenshaw County,"High school graduate (or equivalency), 1990",2444.0
1041,AL,Crenshaw County,"Some college or associate degree, 1990",1327.0
1041,AL,Crenshaw County,"Bachelor's degree or higher, 1990",740.0
1041,AL,Crenshaw County,"Percent of adults who are not high school graduates, 1990",48.7
1041,AL,Crenshaw County,"Percent of adults who are high school graduates (or equivalent), 1990",27.8
1041,AL,Crenshaw County,"Percent of adults completing some college or associate degree, 1990",15.1
1041,AL,Crenshaw County,"Percent of adults with a bachelor's degree or higher, 1990",8.4
1041,AL,Crenshaw County,"Less than high school graduate, 2000",3700.0
1041,AL,Crenshaw County,"High school graduate (or equivalency), 2000",2689.0
1041,AL,Crenshaw County,"Some college or associate degree, 2000",1840.0
1041,AL,Crenshaw County,"Bachelor's degree or higher, 2000",1039.0
1041,AL,Crenshaw County,"Percent of adults who are not high school graduates, 2000",39.9
1041,AL,Crenshaw County,"Percent of adults who are high school graduates (or equivalent), 2000",29.0
1041,AL,Crenshaw County,"Percent of adults completing some college or associate degree, 2000",19.9
1041,AL,Crenshaw County,"Percent of adults with a bachelor's degree or higher, 2000",11.2
1041,AL,Crenshaw County,"Less than high school graduate, 2008-12",2245.0
1041,AL,Crenshaw County,"High school graduate (or equivalency), 2008-12",3691.0
1041,AL,Crenshaw County,"Some college or associate degree, 2008-12",2496.0
1041,AL,Crenshaw County,"Bachelor's degree or higher, 2008-12",1045.0
1041,AL,Crenshaw County,"Percent of adults who are not high school graduates, 2008-12",23.6889311
1041,AL,Crenshaw County,"Percent of adults who are high school graduates (or equivalent), 2008-12",38.94692413
1041,AL,Crenshaw County,"Percent of adults completing some college or associate degree, 2008-12",26.33744856
1041,AL,Crenshaw County,"Percent of adults with a bachelor's degree or higher, 2008-12",11.02669621
1041,AL,Crenshaw County,"Less than high school graduate, 2019-23",1586.0
1041,AL,Crenshaw County,"High school graduate (or equivalency), 2019-23",3760.0
1041,AL,Crenshaw County,"Some college or associate degree, 2019-23",2228.0
1041,AL,Crenshaw County,"Bachelor's degree or higher, 2019-23",1530.0
1041,AL,Crenshaw County,"Percent of adults who are not high school graduates, 2019-23",17.42091388
1041,AL,Crenshaw County,"Percent of adults who are high school graduates (or equivalent), 2019-23",41.30052724
1041,AL,Crenshaw County,"Percent of adults completing some college or associate degree, 2019-23",24.47275923
1041,AL,Crenshaw County,"Percent of adults with a bachelor's degree or higher, 2019-23",16.80579965
1043,AL,Cullman County,2013 Urban Influence Code,3.0
1043,AL,Cullman County,2024 Urban Influence Code,2.0
1043,AL,Cullman County,2013 Rural-urban Continuum Code,4.0
1043,AL,Cullman County,2023 Rural-urban Continuum Code,4.0
1043,AL,Cullman County,"Less than a high school diploma, 1970",20137.0
1043,AL,Cullman County,"High school diploma only, 1970",6244.0
1043,AL,Cullman County,"Some college (1-3 years), 1970",1405.0
1043,AL,Cullman County,"Four years of college or higher, 1970",1113.0
1043,AL,Cullman County,"Percent of adults with less than a high school diploma, 1970",69.7
1043,AL,Cullman County,"Percent of adults with a high school diploma only, 1970",21.6
1043,AL,Cullman County,"Percent of adults completing some college (1-3 years), 1970",4.9
1043,AL,Cullman County,"Percent of adults completing four years of college or higher, 1970",3.9
1043,AL,Cullman County,"Less than a high school diploma, 1980",19635.0
1043,AL,Cullman County,"High school diploma only, 1980",11353.0
1043,AL,Cullman County,"Some college (1-3 years), 1980",3122.0
1043,AL,Cullman County,"Four years of college or higher, 1980",2671.0
1043,AL,Cullman County,"Percent of adults with less than a high school diploma, 1980",53.4
1043,AL,Cullman County,"Percent of adults with a high school diploma only, 1980",30.9
1043,AL,Cullman County,"Percent of adults completing some college (1-3 years), 1980",8.5
1043,AL,Cullman County,"Percent of adults completing four years of college or higher, 1980",7.3
1043,AL,Cullman County,"Less than high school graduate, 1990",18093.0
1043,AL,Cullman County,"High school graduate (or equivalency), 1990",13529.0
1043,AL,Cullman County,"Some college or associate degree, 1990",8882.0
1043,AL,Cullman County,"Bachelor's degree or higher, 1990",3405.0
1043,AL,Cullman County,"Percent of adults who are not high school graduates, 1990",41.2
1043,AL,Cullman County,"Percent of adults who are high school graduates (or equivalent), 1990",30.8
1043,AL,Cullman County,"Percent of adults completing some college or associate degree, 1990",20.2
1043,AL,Cullman County,"Percent of adults with a bachelor's degree or higher, 1990",7.8
1043,AL,Cullman County,"Less than high school graduate, 2000",15322.0
1043,AL,Cullman County,"High school graduate (or equivalency), 2000",16584.0
1043,AL,Cullman County,"Some college or associate degree, 2000",13719.0
1043,AL,Cullman County,"Bachelor's degree or higher, 2000",6162.0
1043,AL,Cullman County,"Percent of adults who are not high school graduates, 2000",29.6
1043,AL,Cullman County,"Percent of adults who are high school graduates (or equivalent), 2000",32.0
1043,AL,Cullman County,"Percent of adults completing some college or associate degree, 2000",26.5
1043,AL,Cullman County,"Percent of adults with a bachelor's degree or higher, 2000",11.9
1043,AL,Cullman County,"Less than high school graduate, 2008-12",11642.0
1043,AL,Cullman County,"High school graduate (or equivalency), 2008-12",17913.0
1043,AL,Cullman County,"Some college or associate degree, 2008-12",17584.0
1043,AL,Cullman County,"Bachelor's degree or higher, 2008-12",7780.0
1043,AL,Cullman County,"Percent of adults who are not high school graduates, 2008-12",21.19849233
1043,AL,Cullman County,"Percent of adults who are high school graduates (or equivalent), 2008-12",32.61712704
1043,AL,Cullman County,"Percent of adults completing some college or associate degree, 2008-12",32.01806297
1043,AL,Cullman County,"Percent of adults with a bachelor's degree or higher, 2008-12",14.16631767
1043,AL,Cullman County,"Less than high school graduate, 2019-23",9363.0
1043,AL,Cullman County,"High school graduate (or equivalency), 2019-23",19333.0
1043,AL,Cullman County,"Some college or associate degree, 2019-23",21794.0
1043,AL,Cullman County,"Bachelor's degree or higher, 2019-23",11910.0
1043,AL,Cullman County,"Percent of adults who are not high school graduates, 2019-23",15.00480769
1043,AL,Cullman County,"Percent of adults who are high school graduates (or equivalent), 2019-23",30.98237179
1043,AL,Cullman County,"Percent of adults completing some college or associate degree, 2019-23",34.92628205
1043,AL,Cullman County,"Percent of adults with a bachelor's degree or higher, 2019-23",19.08653846
1045,AL,Dale County,2013 Urban Influence Code,5.0
1045,AL,Dale County,2024 Urban Influence Code,5.0
1045,AL,Dale County,2013 Rural-urban Continuum Code,4.0
1045,AL,Dale County,2023 Rural-urban Continuum Code,4.0
1045,AL,Dale County,"Less than a high school diploma, 1970",9412.0
1045,AL,Dale County,"High school diploma only, 1970",7274.0
1045,AL,Dale County,"Some college (1-3 years), 1970",2511.0
1045,AL,Dale County,"Four years of college or higher, 1970",1895.0
1045,AL,Dale County,"Percent of adults with less than a high school diploma, 1970",44.6
1045,AL,Dale County,"Percent of adults with a high school diploma only, 1970",34.5
1045,AL,Dale County,"Percent of adults completing some college (1-3 years), 1970",11.9
1045,AL,Dale County,"Percent of adults completing four years of college or higher, 1970",9.0
1045,AL,Dale County,"Less than a high school diploma, 1980",8736.0
1045,AL,Dale County,"High school diploma only, 1980",8575.0
1045,AL,Dale County,"Some college (1-3 years), 1980",4681.0
1045,AL,Dale County,"Four years of college or higher, 1980",2898.0
1045,AL,Dale County,"Percent of adults with less than a high school diploma, 1980",35.1
1045,AL,Dale County,"Percent of adults with a high school diploma only, 1980",34.5
1045,AL,Dale County,"Percent of adults completing some college (1-3 years), 1980",18.8
1045,AL,Dale County,"Percent of adults completing four years of college or higher, 1980",11.6
1045,AL,Dale County,"Less than high school graduate, 1990",7536.0
1045,AL,Dale County,"High school graduate (or equivalency), 1990",8199.0
1045,AL,Dale County,"Some college or associate degree, 1990",9575.0
1045,AL,Dale County,"Bachelor's degree or higher, 1990",3948.0
1045,AL,Dale County,"Percent of adults who are not high school graduates, 1990",25.8
1045,AL,Dale County,"Percent of adults who are high school graduates (or equivalent), 1990",28.0
1045,AL,Dale County,"Percent of adults completing some college or associate degree, 1990",32.7
1045,AL,Dale County,"Percent of adults with a bachelor's degree or higher, 1990",13.5
1045,AL,Dale County,"Less than high school graduate, 2000",6976.0
1045,AL,Dale County,"High school graduate (or equivalency), 2000",9159.0
1045,AL,Dale County,"Some college or associate degree, 2000",10857.0
1045,AL,Dale County,"Bachelor's degree or higher, 2000",4398.0
1045,AL,Dale County,"Percent of adults who are not high school graduates, 2000",22.2
1045,AL,Dale County,"Percent of adults who are high school graduates (or equivalent), 2000",29.2
1045,AL,Dale County,"Percent of adults completing some college or associate degree, 2000",34.6
1045,AL,Dale County,"Percent of adults with a bachelor's degree or higher, 2000",14.0
1045,AL,Dale County,"Less than high school graduate, 2008-12",5218.0
1045,AL,Dale County,"High school graduate (or equivalency), 2008-12",10094.0
1045,AL,Dale County,"Some college or associate degree, 2008-12",11915.0
1045,AL,Dale County,"Bachelor's degree or higher, 2008-12",5793.0
1045,AL,Dale County,"Percent of adults who are not high school graduates, 2008-12",15.80254391
1045,AL,Dale County,"Percent of adults who are high school graduates (or equivalent), 2008-12",30.56935191
1045,AL,Dale County,"Percent of adults completing some college or associate degree, 2008-12",36.0841914
1045,AL,Dale County,"Percent of adults with a bachelor's degree or higher, 2008-12",17.54391278
1045,AL,Dale County,"Less than high school graduate, 2019-23",4830.0
1045,AL,Dale County,"High school graduate (or equivalency), 2019-23",10549.0
1045,AL,Dale County,"Some college or associate degree, 2019-23",11914.0
1045,AL,Dale County,"Bachelor's degree or higher, 2019-23",6539.0
1045,AL,Dale County,"Percent of adults who are not high school graduates, 2019-23",14.27642469
1045,AL,Dale County,"Percent of adults who are high school graduates (or equivalent), 2019-23",31.18053913
1045,AL,Dale County,"Percent of adults completing some college or associate degree, 2019-23",35.21518089
1045,AL,Dale County,"Percent of adults with a bachelor's degree or higher, 2019-23",19.32785528
1047,AL,Dallas County,2013 Urban Influence Code,5.0
1047,AL,Dallas County,2024 Urban Influence Code,5.0
1047,AL,Dallas County,2013 Rural-urban Continuum Code,4.0
1047,AL,Dallas County,2023 Rural-urban Continuum Code,4.0
1047,AL,Dallas County,"Less than a high school diploma, 1970",15421.0
1047,AL,Dallas County,"High school diploma only, 1970",6357.0
1047,AL,Dallas County,"Some college (1-3 years), 1970",2219.0
1047,AL,Dallas County,"Four years of college or higher, 1970",2329.0
1047,AL,Dallas County,"Percent of adults with less than a high school diploma, 1970",58.6
1047,AL,Dallas County,"Percent of adults with a high school diploma only, 1970",24.1
1047,AL,Dallas County,"Percent of adults completing some college (1-3 years), 1970",8.4
1047,AL,Dallas County,"Percent of adults completing four years of college or higher, 1970",8.8
1047,AL,Dallas County,"Less than a high school diploma, 1980",13407.0
1047,AL,Dallas County,"High school diploma only, 1980",8590.0
1047,AL,Dallas County,"Some college (1-3 years), 1980",3575.0
1047,AL,Dallas County,"Four years of college or higher, 1980",3265.0
1047,AL,Dallas County,"Percent of adults with less than a high school diploma, 1980",46.5
1047,AL,Dallas County,"Percent of adults with a high school diploma only, 1980",29.8
1047,AL,Dallas County,"Percent of adults completing some college (1-3 years), 1980",12.4
1047,AL,Dallas County,"Percent of adults completing four years of college or higher, 1980",11.3
1047,AL,Dallas County,"Less than high school graduate, 1990",11488.0
1047,AL,Dallas County,"High school graduate (or equivalency), 1990",8010.0
1047,AL,Dallas County,"Some college or associate degree, 1990",5448.0
1047,AL,Dallas County,"Bachelor's degree or higher, 1990",3474.0
1047,AL,Dallas County,"Percent of adults who are not high school graduates, 1990",40.4
1047,AL,Dallas County,"Percent of adults who are high school graduates (or equivalent), 1990",28.2
1047,AL,Dallas County,"Percent of adults completing some college or associate degree, 1990",19.2
1047,AL,Dallas County,"Percent of adults with a bachelor's degree or higher, 1990",12.2
1047,AL,Dallas County,"Less than high school graduate, 2000",8524.0
1047,AL,Dallas County,"High school graduate (or equivalency), 2000",9646.0
1047,AL,Dallas County,"Some college or associate degree, 2000",6568.0
1047,AL,Dallas County,"Bachelor's degree or higher, 2000",4004.0
1047,AL,Dallas County,"Percent of adults who are not high school graduates, 2000",29.7
1047,AL,Dallas County,"Percent of adults who are high school graduates (or equivalent), 2000",33.6
1047,AL,Dallas County,"Percent of adults completing some college or associate degree, 2000",22.9
1047,AL,Dallas County,"Percent of adults with a bachelor's degree or higher, 2000",13.9
1047,AL,Dallas County,"Less than high school graduate, 2008-12",6884.0
1047,AL,Dallas County,"High school graduate (or equivalency), 2008-12",9841.0
1047,AL,Dallas County,"Some college or associate degree, 2008-12",7461.0
1047,AL,Dallas County,"Bachelor's degree or higher, 2008-12",3723.0
1047,AL,Dallas County,"Percent of adults who are not high school graduates, 2008-12",24.66587839
